stressTest_6.dasm (line 1):     [0x0000] 5E35 1000 1000  IFA [0x1000+B], [0x1000+J]
stressTest_6.dasm (line 1013):  [0x0964] 6E75 1000       IFA [0x1000+X], SP
stressTest_6.dasm (line 1014):  [0x0966] 6E75 0010       IFA [0x10+X], SP
stressTest_6.dasm (line 1015):  [0x0968] 6E95 1000       IFA [0x1000+Y], SP
stressTest_6.dasm (line 1016):  [0x096A] 6E95 0010       IFA [0x10+Y], SP
stressTest_6.dasm (line 1017):  [0x096C] 6EB5 1000       IFA [0x1000+Z], SP
stressTest_6.dasm (line 1018):  [0x096E] 6EB5 0010       IFA [0x10+Z], SP
stressTest_6.dasm (line 1019):  [0x0970] 6ED5 1000       IFA [0x1000+I], SP
stressTest_6.dasm (line 1020):  [0x0972] 6ED5 0010       IFA [0x10+I], SP
stressTest_6.dasm (line 1021):  [0x0974] 6EF5 1000       IFA [0x1000+J], SP
stressTest_6.dasm (line 1022):  [0x0976] 6EF5 0010       IFA [0x10+J], SP
stressTest_6.dasm (line 1023):  [0x0978] 6E15 1000       IFA [A+0x1000], SP
stressTest_6.dasm (line 1024):  [0x097A] 6E15 0010       IFA [A+0x10], SP
stressTest_6.dasm (line 1025):  [0x097C] 6E35 1000       IFA [B+0x1000], SP
stressTest_6.dasm (line 1026):  [0x097E] 6E35 0010       IFA [B+0x10], SP
stressTest_6.dasm (line 1027):  [0x0980] 6E55 1000       IFA [C+0x1000], SP
stressTest_6.dasm (line 1028):  [0x0982] 6E55 0010       IFA [C+0x10], SP
stressTest_6.dasm (line 1029):  [0x0984] 6E75 1000       IFA [X+0x1000], SP
stressTest_6.dasm (line 1030):  [0x0986] 6E75 0010       IFA [X+0x10], SP
stressTest_6.dasm (line 1031):  [0x0988] 6E95 1000       IFA [Y+0x1000], SP
stressTest_6.dasm (line 1032):  [0x098A] 6E95 0010       IFA [Y+0x10], SP
stressTest_6.dasm (line 1033):  [0x098C] 6EB5 1000       IFA [Z+0x1000], SP
stressTest_6.dasm (line 1034):  [0x098E] 6EB5 0010       IFA [Z+0x10], SP
stressTest_6.dasm (line 1035):  [0x0990] 6ED5 1000       IFA [I+0x1000], SP
stressTest_6.dasm (line 1036):  [0x0992] 6ED5 0010       IFA [I+0x10], SP
stressTest_6.dasm (line 1037):  [0x0994] 6EF5 1000       IFA [J+0x1000], SP
stressTest_6.dasm (line 1038):  [0x0996] 6EF5 0010       IFA [J+0x10], SP
stressTest_6.dasm (line 1039):  [0x0998] 6F15            IFA PUSH, SP
stressTest_6.dasm (line 1040):  [0x0999] 6F35            IFA [SP], SP
stressTest_6.dasm (line 1041):  [0x099A] 6F55 1000       IFA [SP+0x1000], SP
stressTest_6.dasm (line 1042):  [0x099C] 6F55 0010       IFA [SP+0x10], SP
stressTest_6.dasm (line 1043):  [0x099E] 6F55 1000       IFA PICK 0x1000, SP
stressTest_6.dasm (line 1044):  [0x09A0] 6F55 0010       IFA PICK 0x10, SP
stressTest_6.dasm (line 1045):  [0x09A2] WARNING: Redundant statement.
stressTest_6.dasm (line 1045):  [0x09A2] 6F75            IFA SP, SP
stressTest_6.dasm (line 1046):  [0x09A3] 6F95            IFA PC, SP
stressTest_6.dasm (line 1047):  [0x09A4] 6FB5            IFA EX, SP
stressTest_6.dasm (line 1048):  [0x09A5] 6FD5 1000       IFA [0x1000], SP
stressTest_6.dasm (line 1049):  [0x09A7] 6FD5 0010       IFA [0x10], SP
stressTest_6.dasm (line 1050):  [0x09A9] 6FF5 1000       IFA 0x1000, SP
stressTest_6.dasm (line 1051):  [0x09AB] 6FF5 0010       IFA 0x10, SP
stressTest_6.dasm (line 1052):  [0x09AD] 7015            IFA A, PC
stressTest_6.dasm (line 1053):  [0x09AE] 7035            IFA B, PC
stressTest_6.dasm (line 1054):  [0x09AF] 7055            IFA C, PC
stressTest_6.dasm (line 1055):  [0x09B0] 7075            IFA X, PC
stressTest_6.dasm (line 1056):  [0x09B1] 7095            IFA Y, PC
stressTest_6.dasm (line 1057):  [0x09B2] 70B5            IFA Z, PC
stressTest_6.dasm (line 1058):  [0x09B3] 70D5            IFA I, PC
stressTest_6.dasm (line 1059):  [0x09B4] 70F5            IFA J, PC
stressTest_6.dasm (line 1060):  [0x09B5] 7115            IFA [A], PC
stressTest_6.dasm (line 1061):  [0x09B6] 7135            IFA [B], PC
stressTest_6.dasm (line 1062):  [0x09B7] 7155            IFA [C], PC
stressTest_6.dasm (line 1063):  [0x09B8] 7175            IFA [X], PC
stressTest_6.dasm (line 1064):  [0x09B9] 7195            IFA [Y], PC
stressTest_6.dasm (line 1065):  [0x09BA] 71B5            IFA [Z], PC
stressTest_6.dasm (line 1066):  [0x09BB] 71D5            IFA [I], PC
stressTest_6.dasm (line 1067):  [0x09BC] 71F5            IFA [J], PC
stressTest_6.dasm (line 1068):  [0x09BD] 7215 1000       IFA [0x1000+A], PC
stressTest_6.dasm (line 1069):  [0x09BF] 7215 0010       IFA [0x10+A], PC
stressTest_6.dasm (line 1070):  [0x09C1] 7235 1000       IFA [0x1000+B], PC
stressTest_6.dasm (line 1071):  [0x09C3] 7235 0010       IFA [0x10+B], PC
stressTest_6.dasm (line 1072):  [0x09C5] 7255 1000       IFA [0x1000+C], PC
stressTest_6.dasm (line 1073):  [0x09C7] 7255 0010       IFA [0x10+C], PC
stressTest_6.dasm (line 1074):  [0x09C9] 7275 1000       IFA [0x1000+X], PC
stressTest_6.dasm (line 1075):  [0x09CB] 7275 0010       IFA [0x10+X], PC
stressTest_6.dasm (line 1076):  [0x09CD] 7295 1000       IFA [0x1000+Y], PC
stressTest_6.dasm (line 1077):  [0x09CF] 7295 0010       IFA [0x10+Y], PC
stressTest_6.dasm (line 1078):  [0x09D1] 72B5 1000       IFA [0x1000+Z], PC
stressTest_6.dasm (line 1079):  [0x09D3] 72B5 0010       IFA [0x10+Z], PC
stressTest_6.dasm (line 1080):  [0x09D5] 72D5 1000       IFA [0x1000+I], PC
stressTest_6.dasm (line 1081):  [0x09D7] 72D5 0010       IFA [0x10+I], PC
stressTest_6.dasm (line 1082):  [0x09D9] 72F5 1000       IFA [0x1000+J], PC
stressTest_6.dasm (line 1083):  [0x09DB] 72F5 0010       IFA [0x10+J], PC
stressTest_6.dasm (line 1084):  [0x09DD] 7215 1000       IFA [A+0x1000], PC
stressTest_6.dasm (line 1085):  [0x09DF] 7215 0010       IFA [A+0x10], PC
stressTest_6.dasm (line 1086):  [0x09E1] 7235 1000       IFA [B+0x1000], PC
stressTest_6.dasm (line 1087):  [0x09E3] 7235 0010       IFA [B+0x10], PC
stressTest_6.dasm (line 1088):  [0x09E5] 7255 1000       IFA [C+0x1000], PC
stressTest_6.dasm (line 1089):  [0x09E7] 7255 0010       IFA [C+0x10], PC
stressTest_6.dasm (line 1090):  [0x09E9] 7275 1000       IFA [X+0x1000], PC
stressTest_6.dasm (line 1091):  [0x09EB] 7275 0010       IFA [X+0x10], PC
stressTest_6.dasm (line 1092):  [0x09ED] 7295 1000       IFA [Y+0x1000], PC
stressTest_6.dasm (line 1093):  [0x09EF] 7295 0010       IFA [Y+0x10], PC
stressTest_6.dasm (line 1094):  [0x09F1] 72B5 1000       IFA [Z+0x1000], PC
stressTest_6.dasm (line 1095):  [0x09F3] 72B5 0010       IFA [Z+0x10], PC
stressTest_6.dasm (line 1096):  [0x09F5] 72D5 1000       IFA [I+0x1000], PC
stressTest_6.dasm (line 1097):  [0x09F7] 72D5 0010       IFA [I+0x10], PC
stressTest_6.dasm (line 1098):  [0x09F9] 72F5 1000       IFA [J+0x1000], PC
stressTest_6.dasm (line 1099):  [0x09FB] 72F5 0010       IFA [J+0x10], PC
stressTest_6.dasm (line 1100):  [0x09FD] 7315            IFA PUSH, PC
stressTest_6.dasm (line 1101):  [0x09FE] 7335            IFA [SP], PC
stressTest_6.dasm (line 1102):  [0x09FF] 7355 1000       IFA [SP+0x1000], PC
stressTest_6.dasm (line 1103):  [0x0A01] 7355 0010       IFA [SP+0x10], PC
stressTest_6.dasm (line 1104):  [0x0A03] 7355 1000       IFA PICK 0x1000, PC
stressTest_6.dasm (line 1105):  [0x0A05] 7355 0010       IFA PICK 0x10, PC
stressTest_6.dasm (line 1106):  [0x0A07] 7375            IFA SP, PC
stressTest_6.dasm (line 1107):  [0x0A08] WARNING: Redundant statement.
stressTest_6.dasm (line 1107):  [0x0A08] 7395            IFA PC, PC
stressTest_6.dasm (line 1108):  [0x0A09] 73B5            IFA EX, PC
stressTest_6.dasm (line 1109):  [0x0A0A] 73D5 1000       IFA [0x1000], PC
stressTest_6.dasm (line 1110):  [0x0A0C] 73D5 0010       IFA [0x10], PC
stressTest_6.dasm (line 1111):  [0x0A0E] 73F5 1000       IFA 0x1000, PC
stressTest_6.dasm (line 1112):  [0x0A10] 73F5 0010       IFA 0x10, PC
stressTest_6.dasm (line 1113):  [0x0A12] 7415            IFA A, EX
stressTest_6.dasm (line 1114):  [0x0A13] 7435            IFA B, EX
stressTest_6.dasm (line 1115):  [0x0A14] 7455            IFA C, EX
stressTest_6.dasm (line 1116):  [0x0A15] 7475            IFA X, EX
stressTest_6.dasm (line 1117):  [0x0A16] 7495            IFA Y, EX
stressTest_6.dasm (line 1118):  [0x0A17] 74B5            IFA Z, EX
stressTest_6.dasm (line 1119):  [0x0A18] 74D5            IFA I, EX
stressTest_6.dasm (line 1120):  [0x0A19] 74F5            IFA J, EX
stressTest_6.dasm (line 1121):  [0x0A1A] 7515            IFA [A], EX
stressTest_6.dasm (line 1122):  [0x0A1B] 7535            IFA [B], EX
stressTest_6.dasm (line 1123):  [0x0A1C] 7555            IFA [C], EX
stressTest_6.dasm (line 1124):  [0x0A1D] 7575            IFA [X], EX
stressTest_6.dasm (line 1125):  [0x0A1E] 7595            IFA [Y], EX
stressTest_6.dasm (line 1126):  [0x0A1F] 75B5            IFA [Z], EX
stressTest_6.dasm (line 1127):  [0x0A20] 75D5            IFA [I], EX
stressTest_6.dasm (line 1128):  [0x0A21] 75F5            IFA [J], EX
stressTest_6.dasm (line 1129):  [0x0A22] 7615 1000       IFA [0x1000+A], EX
stressTest_6.dasm (line 1130):  [0x0A24] 7615 0010       IFA [0x10+A], EX
stressTest_6.dasm (line 1131):  [0x0A26] 7635 1000       IFA [0x1000+B], EX
stressTest_6.dasm (line 1132):  [0x0A28] 7635 0010       IFA [0x10+B], EX
stressTest_6.dasm (line 1133):  [0x0A2A] 7655 1000       IFA [0x1000+C], EX
stressTest_6.dasm (line 1134):  [0x0A2C] 7655 0010       IFA [0x10+C], EX
stressTest_6.dasm (line 1135):  [0x0A2E] 7675 1000       IFA [0x1000+X], EX
stressTest_6.dasm (line 1136):  [0x0A30] 7675 0010       IFA [0x10+X], EX
stressTest_6.dasm (line 1137):  [0x0A32] 7695 1000       IFA [0x1000+Y], EX
stressTest_6.dasm (line 1138):  [0x0A34] 7695 0010       IFA [0x10+Y], EX
stressTest_6.dasm (line 1139):  [0x0A36] 76B5 1000       IFA [0x1000+Z], EX
stressTest_6.dasm (line 1140):  [0x0A38] 76B5 0010       IFA [0x10+Z], EX
stressTest_6.dasm (line 1141):  [0x0A3A] 76D5 1000       IFA [0x1000+I], EX
stressTest_6.dasm (line 1142):  [0x0A3C] 76D5 0010       IFA [0x10+I], EX
stressTest_6.dasm (line 1143):  [0x0A3E] 76F5 1000       IFA [0x1000+J], EX
stressTest_6.dasm (line 1144):  [0x0A40] 76F5 0010       IFA [0x10+J], EX
stressTest_6.dasm (line 1145):  [0x0A42] 7615 1000       IFA [A+0x1000], EX
stressTest_6.dasm (line 1146):  [0x0A44] 7615 0010       IFA [A+0x10], EX
stressTest_6.dasm (line 1147):  [0x0A46] 7635 1000       IFA [B+0x1000], EX
stressTest_6.dasm (line 1148):  [0x0A48] 7635 0010       IFA [B+0x10], EX
stressTest_6.dasm (line 1149):  [0x0A4A] 7655 1000       IFA [C+0x1000], EX
stressTest_6.dasm (line 1150):  [0x0A4C] 7655 0010       IFA [C+0x10], EX
stressTest_6.dasm (line 1151):  [0x0A4E] 7675 1000       IFA [X+0x1000], EX
stressTest_6.dasm (line 1152):  [0x0A50] 7675 0010       IFA [X+0x10], EX
stressTest_6.dasm (line 1153):  [0x0A52] 7695 1000       IFA [Y+0x1000], EX
stressTest_6.dasm (line 1154):  [0x0A54] 7695 0010       IFA [Y+0x10], EX
stressTest_6.dasm (line 1155):  [0x0A56] 76B5 1000       IFA [Z+0x1000], EX
stressTest_6.dasm (line 1156):  [0x0A58] 76B5 0010       IFA [Z+0x10], EX
stressTest_6.dasm (line 1157):  [0x0A5A] 76D5 1000       IFA [I+0x1000], EX
stressTest_6.dasm (line 1158):  [0x0A5C] 76D5 0010       IFA [I+0x10], EX
stressTest_6.dasm (line 1159):  [0x0A5E] 76F5 1000       IFA [J+0x1000], EX
stressTest_6.dasm (line 1160):  [0x0A60] 76F5 0010       IFA [J+0x10], EX
stressTest_6.dasm (line 1161):  [0x0A62] 7715            IFA PUSH, EX
stressTest_6.dasm (line 1162):  [0x0A63] 7735            IFA [SP], EX
stressTest_6.dasm (line 1163):  [0x0A64] 7755 1000       IFA [SP+0x1000], EX
stressTest_6.dasm (line 1164):  [0x0A66] 7755 0010       IFA [SP+0x10], EX
stressTest_6.dasm (line 1165):  [0x0A68] 7755 1000       IFA PICK 0x1000, EX
stressTest_6.dasm (line 1166):  [0x0A6A] 7755 0010       IFA PICK 0x10, EX
stressTest_6.dasm (line 1167):  [0x0A6C] 7775            IFA SP, EX
stressTest_6.dasm (line 1168):  [0x0A6D] 7795            IFA PC, EX
stressTest_6.dasm (line 1169):  [0x0A6E] WARNING: Redundant statement.
stressTest_6.dasm (line 1169):  [0x0A6E] 77B5            IFA EX, EX
stressTest_6.dasm (line 1170):  [0x0A6F] 77D5 1000       IFA [0x1000], EX
stressTest_6.dasm (line 1171):  [0x0A71] 77D5 0010       IFA [0x10], EX
stressTest_6.dasm (line 1172):  [0x0A73] 77F5 1000       IFA 0x1000, EX
stressTest_6.dasm (line 1173):  [0x0A75] 77F5 0010       IFA 0x10, EX
stressTest_6.dasm (line 1174):  [0x0A77] 7815 1000       IFA A, [0x1000]
stressTest_6.dasm (line 1175):  [0x0A79] 7815 0010       IFA A, [0x10]
stressTest_6.dasm (line 1176):  [0x0A7B] 7835 1000       IFA B, [0x1000]
stressTest_6.dasm (line 1177):  [0x0A7D] 7835 0010       IFA B, [0x10]
stressTest_6.dasm (line 1178):  [0x0A7F] 7855 1000       IFA C, [0x1000]
stressTest_6.dasm (line 1179):  [0x0A81] 7855 0010       IFA C, [0x10]
stressTest_6.dasm (line 1180):  [0x0A83] 7875 1000       IFA X, [0x1000]
stressTest_6.dasm (line 1181):  [0x0A85] 7875 0010       IFA X, [0x10]
stressTest_6.dasm (line 1182):  [0x0A87] 7895 1000       IFA Y, [0x1000]
stressTest_6.dasm (line 1183):  [0x0A89] 7895 0010       IFA Y, [0x10]
stressTest_6.dasm (line 1184):  [0x0A8B] 78B5 1000       IFA Z, [0x1000]
stressTest_6.dasm (line 1185):  [0x0A8D] 78B5 0010       IFA Z, [0x10]
stressTest_6.dasm (line 1186):  [0x0A8F] 78D5 1000       IFA I, [0x1000]
stressTest_6.dasm (line 1187):  [0x0A91] 78D5 0010       IFA I, [0x10]
stressTest_6.dasm (line 1188):  [0x0A93] 78F5 1000       IFA J, [0x1000]
stressTest_6.dasm (line 1189):  [0x0A95] 78F5 0010       IFA J, [0x10]
stressTest_6.dasm (line 1190):  [0x0A97] 7915 1000       IFA [A], [0x1000]
stressTest_6.dasm (line 1191):  [0x0A99] 7915 0010       IFA [A], [0x10]
stressTest_6.dasm (line 1192):  [0x0A9B] 7935 1000       IFA [B], [0x1000]
stressTest_6.dasm (line 1193):  [0x0A9D] 7935 0010       IFA [B], [0x10]
stressTest_6.dasm (line 1194):  [0x0A9F] 7955 1000       IFA [C], [0x1000]
stressTest_6.dasm (line 1195):  [0x0AA1] 7955 0010       IFA [C], [0x10]
stressTest_6.dasm (line 1196):  [0x0AA3] 7975 1000       IFA [X], [0x1000]
stressTest_6.dasm (line 1197):  [0x0AA5] 7975 0010       IFA [X], [0x10]
stressTest_6.dasm (line 1198):  [0x0AA7] 7995 1000       IFA [Y], [0x1000]
stressTest_6.dasm (line 1199):  [0x0AA9] 7995 0010       IFA [Y], [0x10]
stressTest_6.dasm (line 1200):  [0x0AAB] 79B5 1000       IFA [Z], [0x1000]
stressTest_6.dasm (line 1201):  [0x0AAD] 79B5 0010       IFA [Z], [0x10]
stressTest_6.dasm (line 1202):  [0x0AAF] 79D5 1000       IFA [I], [0x1000]
stressTest_6.dasm (line 1203):  [0x0AB1] 79D5 0010       IFA [I], [0x10]
stressTest_6.dasm (line 1204):  [0x0AB3] 79F5 1000       IFA [J], [0x1000]
stressTest_6.dasm (line 1205):  [0x0AB5] 79F5 0010       IFA [J], [0x10]
stressTest_6.dasm (line 1206):  [0x0AB7] 7A15 1000 1000  IFA [0x1000+A], [0x1000]
stressTest_6.dasm (line 1207):  [0x0ABA] 7A15 0010 0010  IFA [0x10+A], [0x10]
stressTest_6.dasm (line 1208):  [0x0ABD] 7A35 1000 1000  IFA [0x1000+B], [0x1000]
stressTest_6.dasm (line 1209):  [0x0AC0] 7A35 0010 0010  IFA [0x10+B], [0x10]
stressTest_6.dasm (line 1210):  [0x0AC3] 7A55 1000 1000  IFA [0x1000+C], [0x1000]
stressTest_6.dasm (line 1211):  [0x0AC6] 7A55 0010 0010  IFA [0x10+C], [0x10]
stressTest_6.dasm (line 1212):  [0x0AC9] 7A75 1000 1000  IFA [0x1000+X], [0x1000]
stressTest_6.dasm (line 1213):  [0x0ACC] 7A75 0010 0010  IFA [0x10+X], [0x10]
stressTest_6.dasm (line 1214):  [0x0ACF] 7A95 1000 1000  IFA [0x1000+Y], [0x1000]
stressTest_6.dasm (line 1215):  [0x0AD2] 7A95 0010 0010  IFA [0x10+Y], [0x10]
stressTest_6.dasm (line 1216):  [0x0AD5] 7AB5 1000 1000  IFA [0x1000+Z], [0x1000]
stressTest_6.dasm (line 1217):  [0x0AD8] 7AB5 0010 0010  IFA [0x10+Z], [0x10]
stressTest_6.dasm (line 1218):  [0x0ADB] 7AD5 1000 1000  IFA [0x1000+I], [0x1000]
stressTest_6.dasm (line 1219):  [0x0ADE] 7AD5 0010 0010  IFA [0x10+I], [0x10]
stressTest_6.dasm (line 1220):  [0x0AE1] 7AF5 1000 1000  IFA [0x1000+J], [0x1000]
stressTest_6.dasm (line 1221):  [0x0AE4] 7AF5 0010 0010  IFA [0x10+J], [0x10]
stressTest_6.dasm (line 1222):  [0x0AE7] 7A15 1000 1000  IFA [A+0x1000], [0x1000]
stressTest_6.dasm (line 1223):  [0x0AEA] 7A15 0010 0010  IFA [A+0x10], [0x10]
stressTest_6.dasm (line 1224):  [0x0AED] 7A35 1000 1000  IFA [B+0x1000], [0x1000]
stressTest_6.dasm (line 1225):  [0x0AF0] 7A35 0010 0010  IFA [B+0x10], [0x10]
stressTest_6.dasm (line 1226):  [0x0AF3] 7A55 1000 1000  IFA [C+0x1000], [0x1000]
stressTest_6.dasm (line 1227):  [0x0AF6] 7A55 0010 0010  IFA [C+0x10], [0x10]
stressTest_6.dasm (line 1228):  [0x0AF9] 7A75 1000 1000  IFA [X+0x1000], [0x1000]
stressTest_6.dasm (line 1229):  [0x0AFC] 7A75 0010 0010  IFA [X+0x10], [0x10]
stressTest_6.dasm (line 1230):  [0x0AFF] 7A95 1000 1000  IFA [Y+0x1000], [0x1000]
stressTest_6.dasm (line 1231):  [0x0B02] 7A95 0010 0010  IFA [Y+0x10], [0x10]
stressTest_6.dasm (line 1232):  [0x0B05] 7AB5 1000 1000  IFA [Z+0x1000], [0x1000]
stressTest_6.dasm (line 1233):  [0x0B08] 7AB5 0010 0010  IFA [Z+0x10], [0x10]
stressTest_6.dasm (line 1234):  [0x0B0B] 7AD5 1000 1000  IFA [I+0x1000], [0x1000]
stressTest_6.dasm (line 1235):  [0x0B0E] 7AD5 0010 0010  IFA [I+0x10], [0x10]
stressTest_6.dasm (line 1236):  [0x0B11] 7AF5 1000 1000  IFA [J+0x1000], [0x1000]
stressTest_6.dasm (line 1237):  [0x0B14] 7AF5 0010 0010  IFA [J+0x10], [0x10]
stressTest_6.dasm (line 1238):  [0x0B17] 7B15 1000       IFA PUSH, [0x1000]
stressTest_6.dasm (line 1239):  [0x0B19] 7B15 0010       IFA PUSH, [0x10]
stressTest_6.dasm (line 1240):  [0x0B1B] 7B35 1000       IFA [SP], [0x1000]
stressTest_6.dasm (line 1241):  [0x0B1D] 7B35 0010       IFA [SP], [0x10]
stressTest_6.dasm (line 1242):  [0x0B1F] 7B55 1000 1000  IFA [SP+0x1000], [0x1000]
stressTest_6.dasm (line 1243):  [0x0B22] 7B55 0010 0010  IFA [SP+0x10], [0x10]
stressTest_6.dasm (line 1244):  [0x0B25] 7B55 1000 1000  IFA PICK 0x1000, [0x1000]
stressTest_6.dasm (line 1245):  [0x0B28] 7B55 0010 0010  IFA PICK 0x10, [0x10]
stressTest_6.dasm (line 1246):  [0x0B2B] 7B75 1000       IFA SP, [0x1000]
stressTest_6.dasm (line 1247):  [0x0B2D] 7B75 0010       IFA SP, [0x10]
stressTest_6.dasm (line 1248):  [0x0B2F] 7B95 1000       IFA PC, [0x1000]
stressTest_6.dasm (line 1249):  [0x0B31] 7B95 0010       IFA PC, [0x10]
stressTest_6.dasm (line 1250):  [0x0B33] 7BB5 1000       IFA EX, [0x1000]
stressTest_6.dasm (line 1251):  [0x0B35] 7BB5 0010       IFA EX, [0x10]
stressTest_6.dasm (line 1252):  [0x0B37] 7BD5 1000 1000  IFA [0x1000], [0x1000]
stressTest_6.dasm (line 1253):  [0x0B3A] 7BD5 0010 0010  IFA [0x10], [0x10]
stressTest_6.dasm (line 1254):  [0x0B3D] 7BF5 1000 1000  IFA 0x1000, [0x1000]
stressTest_6.dasm (line 1255):  [0x0B40] 7BF5 0010 0010  IFA 0x10, [0x10]
stressTest_6.dasm (line 1256):  [0x0B43] 7C15 1000       IFA A, 0x1000
stressTest_6.dasm (line 1257):  [0x0B45] 7C15 0010       IFA A, 0x10
stressTest_6.dasm (line 1258):  [0x0B47] 7C35 1000       IFA B, 0x1000
stressTest_6.dasm (line 1259):  [0x0B49] 7C35 0010       IFA B, 0x10
stressTest_6.dasm (line 1260):  [0x0B4B] 7C55 1000       IFA C, 0x1000
stressTest_6.dasm (line 1261):  [0x0B4D] 7C55 0010       IFA C, 0x10
stressTest_6.dasm (line 1262):  [0x0B4F] 7C75 1000       IFA X, 0x1000
stressTest_6.dasm (line 1263):  [0x0B51] 7C75 0010       IFA X, 0x10
stressTest_6.dasm (line 1264):  [0x0B53] 7C95 1000       IFA Y, 0x1000
stressTest_6.dasm (line 1265):  [0x0B55] 7C95 0010       IFA Y, 0x10
stressTest_6.dasm (line 1266):  [0x0B57] 7CB5 1000       IFA Z, 0x1000
stressTest_6.dasm (line 1267):  [0x0B59] 7CB5 0010       IFA Z, 0x10
stressTest_6.dasm (line 1268):  [0x0B5B] 7CD5 1000       IFA I, 0x1000
stressTest_6.dasm (line 1269):  [0x0B5D] 7CD5 0010       IFA I, 0x10
stressTest_6.dasm (line 1270):  [0x0B5F] 7CF5 1000       IFA J, 0x1000
stressTest_6.dasm (line 1271):  [0x0B61] 7CF5 0010       IFA J, 0x10
stressTest_6.dasm (line 1272):  [0x0B63] 7D15 1000       IFA [A], 0x1000
stressTest_6.dasm (line 1273):  [0x0B65] 7D15 0010       IFA [A], 0x10
stressTest_6.dasm (line 1274):  [0x0B67] 7D35 1000       IFA [B], 0x1000
stressTest_6.dasm (line 1275):  [0x0B69] 7D35 0010       IFA [B], 0x10
stressTest_6.dasm (line 1276):  [0x0B6B] 7D55 1000       IFA [C], 0x1000
stressTest_6.dasm (line 1277):  [0x0B6D] 7D55 0010       IFA [C], 0x10
stressTest_6.dasm (line 1278):  [0x0B6F] 7D75 1000       IFA [X], 0x1000
stressTest_6.dasm (line 1279):  [0x0B71] 7D75 0010       IFA [X], 0x10
stressTest_6.dasm (line 1280):  [0x0B73] 7D95 1000       IFA [Y], 0x1000
stressTest_6.dasm (line 1281):  [0x0B75] 7D95 0010       IFA [Y], 0x10
stressTest_6.dasm (line 1282):  [0x0B77] 7DB5 1000       IFA [Z], 0x1000
stressTest_6.dasm (line 1283):  [0x0B79] 7DB5 0010       IFA [Z], 0x10
stressTest_6.dasm (line 1284):  [0x0B7B] 7DD5 1000       IFA [I], 0x1000
stressTest_6.dasm (line 1285):  [0x0B7D] 7DD5 0010       IFA [I], 0x10
stressTest_6.dasm (line 1286):  [0x0B7F] 7DF5 1000       IFA [J], 0x1000
stressTest_6.dasm (line 1287):  [0x0B81] 7DF5 0010       IFA [J], 0x10
stressTest_6.dasm (line 1288):  [0x0B83] 7E15 1000 1000  IFA [0x1000+A], 0x1000
stressTest_6.dasm (line 1289):  [0x0B86] 7E15 0010 0010  IFA [0x10+A], 0x10
stressTest_6.dasm (line 1290):  [0x0B89] 7E35 1000 1000  IFA [0x1000+B], 0x1000
stressTest_6.dasm (line 1291):  [0x0B8C] 7E35 0010 0010  IFA [0x10+B], 0x10
stressTest_6.dasm (line 1292):  [0x0B8F] 7E55 1000 1000  IFA [0x1000+C], 0x1000
stressTest_6.dasm (line 1293):  [0x0B92] 7E55 0010 0010  IFA [0x10+C], 0x10
stressTest_6.dasm (line 1294):  [0x0B95] 7E75 1000 1000  IFA [0x1000+X], 0x1000
stressTest_6.dasm (line 1295):  [0x0B98] 7E75 0010 0010  IFA [0x10+X], 0x10
stressTest_6.dasm (line 1296):  [0x0B9B] 7E95 1000 1000  IFA [0x1000+Y], 0x1000
stressTest_6.dasm (line 1297):  [0x0B9E] 7E95 0010 0010  IFA [0x10+Y], 0x10
stressTest_6.dasm (line 1298):  [0x0BA1] 7EB5 1000 1000  IFA [0x1000+Z], 0x1000
stressTest_6.dasm (line 1299):  [0x0BA4] 7EB5 0010 0010  IFA [0x10+Z], 0x10
stressTest_6.dasm (line 1300):  [0x0BA7] 7ED5 1000 1000  IFA [0x1000+I], 0x1000
